0	1493	1465	
1	931	6470	
1	846	3339	
1	1177	1875	
2	1416	3322	
3	985	4647	
4	889	4418	
4	1231	4252	
5	897	1075	
6	879	7188	
6	1376	2223	
7	1266	8172	
10	974	7268	
10	1194	4433	
11	1046	1018	
12	913	5310	
12	1173	8054	
13	993	6162	
14	947	2839	
14	906	2580	
17	1161	7778	
18	839	2333	
18	1274	1149	
19	1419	8272	
20	711	3674	
20	1469	6793	
21	920	6750	
22	1351	4424	
23	968	2043	
23	1146	5223	
24	808	9792	
24	1207	3822	
25	1165	7444	
27	1323	4477	
28	1406	8297	
30	1017	9381	
31	1220	9275	
32	1146	5658	
33	764	8979	
34	1211	977	
35	633	1565	
36	1471	287	
37	980	7539	
37	1210	1457	
38	1302	8595	
39	1090	1846	
40	1152	476	
41	952	7493	
41	1188	6735	
43	930	1246	
45	966	118	
45	992	3688	
46	677	1041	
47	963	6265	
47	1151	465	
48	1346	3707	
49	1014	1253	
50	561	2314	
51	1320	6594	
52	959	3417	
53	1107	3028	
54	1142	4299	
55	960	6143	
57	1034	2474	
58	1429	1590	
59	959	7284	
59	732	3939	
61	975	4356	
61	1217	4848	
62	697	1782	
63	827	1356	
63	992	8199	
63	1262	9396	
65	898	4793	
68	985	8732	
69	1214	8645	
71	555	5995	
72	838	2699	
72	1447	8996	
74	749	7487	
75	947	3264	
75	1298	6459	
76	1286	6741	
77	1493	5908	
79	1336	6765	
80	918	7947	
80	1137	7273	
81	887	816	
82	951	2576	
82	1351	3051	
83	830	1708	
85	1414	686	
86	908	3915	
86	1364	2105	
87	968	8207	
87	832	7914	
89	990	9611	
89	1480	948	
90	981	4413	
90	1071	1288	
91	981	3494	
91	1303	6049	
92	1476	2728	
93	984	7712	
94	863	8523	
94	973	1434	
95	986	8214	
95	1422	8015	
98	1429	1439	
100	950	1307	
100	1406	8190	
101	828	2042	
102	787	4637	
102	1141	5789	
103	1154	9585	
104	1065	5464	
105	1361	2513	
106	961	7033	
106	1086	3848	
107	1160	2807	
108	745	1890	
109	1055	1741	
110	866	2238	
110	642	7555	
110	1418	854	
111	867	7477	
112	1469	6139	
113	700	6126	
114	1492	1464	
115	882	4771	
115	1391	8376	
116	1391	2240	
117	962	8126	
119	1391	2509	
120	931	5397	
120	1134	3669	
122	1489	9643	
123	876	3247	
125	1290	2278	
126	1062	2527	
127	884	7345	
127	1289	2601	
130	525	1561	
130	1387	9723	
133	568	3338	
134	871	1083	
134	1433	8160	
135	1362	7318	
136	1419	1859	
138	1030	6058	
140	897	9035	
140	1429	3878	
142	1051	2771	
143	1004	6891	
144	866	4033	
144	727	3312	
145	1426	659	
146	806	8407	
147	1368	9276	
148	998	1484	
148	845	3685	
148	892	4077	
149	1277	4255	
150	936	6188	
151	645	5082	
152	1386	9346	
153	803	5477	
154	846	7346	
155	871	9272	
156	1473	527	
157	1338	5511	
158	861	3622	
158	1037	9525	
159	1297	633	
160	1367	9082	
161	865	776	
161	1226	8578	
162	1243	9689	
163	979	7371	
163	705	5490	
164	1370	6901	
165	770	2092	
166	1230	2978	
167	1097	7864	
168	910	9817	
170	1110	9896	
171	989	7064	
172	1415	1978	
173	775	8308	
176	1081	1681	
177	1474	6601	
178	872	9834	
178	927	4578	
180	696	5447	
181	1433	865	
182	1240	1427	
184	1318	1751	
185	809	1027	
187	1207	6261	
188	958	249	
189	1153	5630	
191	959	9861	
193	1493	4337	
194	1431	4989	
197	1120	3798	
198	1035	9598	
201	934	5745	
201	847	5005	
202	1215	5458	
203	986	8887	
203	1160	726	
204	780	3268	
204	1272	990	
205	907	7910	
205	974	5476	
205	1430	9804	
206	1324	7672	
208	870	4629	
208	1319	7951	
209	569	4124	
210	1215	123	
211	1447	4582	
213	1401	2894	
214	1339	5127	
215	1472	5257	
217	640	1034	
218	771	5792	
218	706	8678	
218	1170	503	
219	1064	6633	
220	948	9186	
222	980	9384	
223	1036	7285	
225	935	9289	
225	1497	1845	
226	1208	2182	
227	974	4055	
227	1004	3998	
228	875	9201	
228	968	291	
229	932	8075	
229	1457	5811	
232	905	2615	
233	1489	1814	
234	987	2289	
234	1346	4721	
236	681	8254	
237	882	6032	
238	698	2002	
238	1162	6174	
241	1296	6514	
242	736	7418	
244	832	9759	
244	853	8320	
244	1485	7454	
245	1181	7303	
246	1074	106	
247	987	6086	
247	690	1283	
248	862	435	
248	1387	5140	
249	885	5494	
249	961	4572	
250	895	1746	
251	1314	338	
252	963	1574	
255	990	5411	
255	1266	1469	
256	956	1351	
256	964	5044	
256	1442	9858	
258	1328	9687	
259	744	5787	
259	974	5243	
259	1481	3085	
260	1041	8189	
262	1247	2015	
263	1349	7788	
264	1063	1077	
266	1292	7080	
267	1197	319	
268	929	3945	
268	1293	7621	
270	1440	3403	
271	838	7604	
271	1408	8511	
272	1217	5813	
273	998	8397	
273	1019	811	
274	1441	3500	
275	1367	1476	
276	913	4836	
276	814	3379	
277	961	360	
278	901	76	
279	697	9238	
279	831	7642	
279	1451	7993	
280	1291	2041	
281	837	620	
281	815	3182	
281	1216	8606	
282	824	2869	
283	955	6639	
283	1440	4335	
284	1043	3608	
285	965	6435	
286	628	6541	
287	635	9716	
288	938	5920	
289	795	7131	
289	1263	5753	
290	865	1688	
290	922	4901	
291	845	797	
292	834	2844	
293	1018	1145	
294	914	3782	
294	933	4388	
295	1186	9710	
296	1391	3306	
297	1057	624	
302	920	5072	
303	965	5562	
304	990	8486	
305	1119	1226	
307	950	7209	
307	569	6542	
308	874	7697	
309	1193	2008	
311	967	3568	
312	741	1422	
312	1307	6038	
313	769	972	
314	918	5668	
