0	970	1954	
0	683	1158	
1	1300	8782	
3	1472	9404	
4	1179	321	
5	931	511	
5	1027	9866	
6	964	4999	
7	1438	5741	
8	937	3214	
9	763	9488	
11	763	7417	
11	1059	1639	
14	987	441	
15	962	3289	
16	1278	1765	
17	784	7493	
18	1224	6163	
21	1171	8299	
22	1013	4503	
23	1160	7393	
27	1278	1700	
28	875	1504	
29	1373	816	
30	936	308	
30	955	2168	
31	964	369	
31	1210	5030	
33	992	67	
34	1269	1495	
35	1271	2562	
37	901	4271	
38	1423	921	
39	1126	8199	
40	1338	5738	
42	841	5997	
42	1320	3265	
43	927	7835	
44	1048	5172	
45	1066	3510	
46	996	231	
47	1374	8896	
48	880	6628	
49	957	3772	
49	854	3484	
50	1304	1462	
51	1270	9476	
52	1006	9231	
53	1128	7574	
54	1476	8858	
55	847	9760	
55	865	8407	
56	824	2453	
56	1216	5150	
58	988	8143	
59	871	2133	
60	967	3851	
63	1407	6544	
64	952	2245	
64	950	5918	
64	980	5581	
65	919	2237	
66	898	6165	
67	944	4004	
69	998	545	
69	798	9285	
70	1176	4439	
71	961	8637	
71	841	9100	
71	885	169	
73	996	3190	
74	1327	9253	
75	1066	7509	
76	987	6056	
76	999	8916	
76	985	5852	
77	1040	5461	
78	1023	1486	
79	914	9291	
80	1305	2607	
81	1208	4232	
82	981	4998	
85	1143	987	
86	1161	2896	
87	960	1557	
88	935	7591	
91	1048	8848	
92	1143	6204	
93	975	7241	
93	1482	2183	
94	993	6744	
94	1234	9499	
95	1265	2649	
96	952	5536	
97	965	2114	
97	919	1901	
98	1058	24	
99	789	7352	
99	688	774	
100	980	721	
100	962	8974	
101	936	7634	
103	943	7096	
103	1266	218	
104	920	2519	
106	954	1134	
107	771	3231	
107	1101	8167	
108	994	8275	
109	835	4452	
109	1189	7365	
110	785	8780	
110	1147	5552	
111	962	4630	
111	928	1335	
111	956	1457	
114	870	6033	
114	1054	5547	
116	837	473	
119	995	3056	
119	1269	4953	
120	1223	5798	
125	983	2516	
128	1255	5915	
129	771	5338	
130	905	2485	
130	1117	7718	
133	1220	5910	
134	1078	3562	
135	1276	5337	
136	1017	4192	
137	1300	2442	
138	1349	7181	
140	971	3810	
141	1115	5122	
142	944	2945	
142	1469	6586	
143	980	7749	
143	1297	6663	
144	1181	8118	
148	944	7823	
148	942	182	
148	1410	4780	
149	992	5787	
149	1476	3224	
150	1361	8510	
152	936	9856	
152	1347	9096	
153	952	8566	
153	1312	3689	
154	1185	2601	
155	1130	9947	
156	973	5445	
156	964	6878	
158	973	2873	
158	985	1582	
158	925	8126	
159	1365	8529	
160	991	2422	
165	1473	556	
166	997	1055	
167	1059	3489	
169	956	335	
169	1219	8131	
170	1217	2170	
171	937	6530	
171	1356	3127	
172	780	3792	
174	1182	8599	
175	941	3997	
175	1241	3216	
177	1207	6551	
178	1382	3042	
179	1248	754	
181	1270	4823	
183	1056	9563	
184	956	9811	
184	1313	6418	
185	1203	8449	
187	1177	908	
188	958	8946	
188	779	2512	
190	994	4326	
190	1351	8807	
191	1284	3103	
192	846	8325	
192	1177	6898	
193	953	866	
193	1179	8466	
195	1282	6794	
196	967	4522	
197	1330	1969	
198	942	7992	
200	958	9703	
201	1094	9370	
202	860	7452	
202	947	9195	
202	1051	2643	
203	625	5600	
203	1089	5867	
204	1168	6315	
205	1131	1299	
206	1430	17	
207	1173	1251	
209	930	877	
209	1180	5701	
211	1120	2676	
212	907	9258	
212	843	1705	
213	934	961	
215	1321	6971	
216	970	3419	
217	688	8062	
217	983	7786	
217	1036	2634	
218	842	1771	
219	1258	3605	
221	1231	9151	
222	774	9266	
222	983	2057	
223	1097	3980	
224	1290	3047	
225	904	4945	
226	934	8943	
227	771	2584	
228	926	1835	
228	1075	3661	
229	987	2758	
230	1043	4521	
233	988	8600	
233	978	2880	
234	1121	2333	
235	1378	2234	
237	1073	4842	
238	783	495	
239	943	7415	
240	868	106	
240	1493	1543	
243	724	8908	
243	1338	315	
244	964	9400	
244	940	9116	
244	1246	7397	
245	1414	7424	
246	940	4318	
246	1369	7401	
248	1215	5046	
249	958	5052	
251	983	7956	
251	905	9221	
252	940	5402	
254	793	8391	
254	1073	585	
255	923	7172	
255	1279	2259	
257	978	5476	
257	1368	6295	
258	915	132	
258	1138	7936	
259	1050	836	
260	1073	414	
261	976	1786	
263	934	3501	
265	1313	7792	
266	1364	3198	
267	936	3714	
267	1126	9937	
268	1191	4987	
269	887	6389	
270	811	3511	
270	1482	5734	
271	994	7756	
272	866	451	
272	993	6872	
272	1363	8890	
273	994	6894	
273	1447	1861	
274	785	7243	
274	874	7575	
275	1306	1211	
276	993	5420	
276	1207	3496	
278	1490	9916	
279	922	7714	
280	879	2617	
280	1286	26	
281	1072	5162	
283	993	1295	
284	936	9300	
284	903	4505	
286	1025	8715	
288	1171	7513	
289	965	6619	
289	769	5995	
290	1332	2412	
291	939	506	
291	1450	6881	
293	976	7287	
293	1108	1617	
294	982	1044	
296	1191	5144	
297	1109	1788	
299	874	8222	
300	1345	9451	
301	1237	7540	
302	1216	7139	
304	940	3970	
305	999	660	
306	868	6138	
306	1120	202	
307	866	5876	
307	969	3726	
309	918	1873	
309	922	8684	
310	1239	3219	
311	967	6080	
312	975	7168	
313	966	7359	
313	942	486	
314	1195	3816	
315	1184	6829	
317	976	5486	
317	1176	6618	
320	952	7621	
322	1379	1086	
323	1110	724	
324	727	529	
325	990	3172	
325	1262	7458	
326	1459	7465	
327	1384	1473	
328	1285	7778	
330	971	9118	
331	1393	4430	
332	1005	7009	
335	841	5006	
336	1193	7024	
337	965	9395	
337	1070	9580	
338	1466	267	
341	998	4895	
341	796	8937	
341	1355	5715	
342	1044	3915	
343	1114	3603	
344	980	5391	
345	900	5393	
346	1268	7973	
347	970	252	
347	1408	3295	
348	1344	2687	
349	1027	7048	
351	968	2203	
351	1388	1469	
353	942	2520	
353	976	6178	
353	971	1388	
355	1330	2176	
356	1291	9519	
357	917	8682	
359	1476	9600	
361	1474	87	
363	1145	6267	
364	872	7700	
365	926	9506	
366	658	2102	
368	1063	2595	
369	879	9230	
369	1462	1021	
372	1115	1366	
373	914	5245	
375	973	5781	
375	1085	7358	
376	1144	4381	
377	1436	2695	
379	969	4662	
379	1108	5775	
380	823	6294	
380	750	9926	
380	940	5796	
381	983	7114	
382	961	1831	
383	1286	4286	
384	1043	4567	
385	824	7920	
386	1287	6427	
387	1358	58	
388	1174	8456	
390	882	8495	
390	1216	3257	
391	1273	2555	
392	1341	4372	
393	999	5953	
393	861	891	
393	913	9894	
394	1284	3564	
396	938	8716	
397	624	1012	
398	933	8280	
398	1405	6475	
399	1328	85	
400	1154	8538	
401	896	6115	
405	918	3330	
405	1208	2661	
406	1408	6256	
407	785	8135	
408	837	6260	
408	1193	3155	
409	882	1405	
409	1155	9779	
410	1417	3305	
411	936	3254	
411	831	2503	
412	1089	8841	
414	985	5017	
414	1338	4550	
415	888	3365	
416	974	7567	
416	1250	1565	
417	1173	4556	
418	824	3721	
418	937	4937	
418	1010	2108	
420	788	3946	
420	973	3260	
422	1280	9089	
423	1218	3282	
424	1130	2644	
426	962	5076	
427	868	2155	
428	974	4207	
429	982	7256	
429	1235	4966	
430	973	4339	
430	1056	9315	
431	926	6339	
432	946	4355	
432	874	4333	
432	1411	5333	
434	699	4276	
434	760	2329	
435	1313	4681	
436	897	8640	
438	978	4720	
439	777	5881	
440	885	8301	
441	1209	5892	
442	1252	8366	
443	897	7600	
444	1136	1626	
445	1163	5807	
446	896	7649	
446	942	1575	
447	896	2369	
448	1149	7377	
449	896	1585	
449	1220	214	
450	834	1489	
450	1401	5079	
452	1347	4366	
453	917	9697	
453	1203	8609	
454	1021	488	
455	929	1676	
456	902	9038	
456	950	3582	
459	1301	469	
460	753	3458	
460	1262	3060	
461	1091	9415	
462	1169	699	
463	1092	2545	
464	1456	4612	
465	1019	3882	
466	1309	3308	
467	947	9433	
467	1105	3343	
468	1344	509	
469	1150	3835	
471	1333	6409	
472	1136	9660	
473	1084	9287	
474	821	1396	
475	1284	6477	
477	895	3704	
477	1012	3825	
479	1363	1041	
481	924	7867	
481	1192	1872	
482	1119	4205	
485	971	8805	
485	1051	6514	
486	882	3500	
486	1168	8341	
487	991	8247	
492	975	8197	
492	1157	1573	
493	1367	2147	
494	978	2396	
494	1290	9579	
495	904	7308	
496	994	5049	
496	1088	6304	
497	961	6476	
497	978	2135	
498	997	868	
499	937	1117	
500	866	4784	
501	998	9260	
501	1095	4096	
502	1100	2663	
503	1290	7854	
504	861	48	
505	1445	440	
506	937	1564	
507	997	9870	
507	1069	4019	
508	1228	2756	
509	978	1179	
510	961	7145	
510	1261	1681	
511	1002	3088	
513	827	2863	
513	982	5822	
513	1175	2275	
515	980	1245	
516	1095	1277	
517	983	4921	
517	1450	2321	
518	1016	9723	
520	1145	7191	
522	691	9940	
522	1435	5930	
523	1067	1060	
524	956	49	
525	1467	4331	
526	993	7923	
526	1351	6929	
527	971	5971	
527	1345	4786	
529	802	3881	
530	1265	3264	
531	920	2470	
535	1343	8955	
538	1029	375	
539	1261	5871	
540	967	584	
540	928	7441	
540	1045	6838	
541	896	7443	
541	1035	508	
545	1168	1736	
546	1167	7812	
547	1359	7486	
548	817	2757	
548	961	463	
548	957	6963	
551	895	2551	
551	1010	5020	
552	1191	5069	
554	961	2173	
554	1024	8107	
555	1320	4001	
556	1119	1733	
557	1485	945	
559	980	2619	
559	957	8261	
561	902	7196	
561	1306	7060	
564	998	559	
566	1133	3302	
567	1162	7593	
568	943	4577	
569	912	8196	
570	1120	9788	
571	1234	1236	
572	1337	4905	
573	1196	1562	
574	872	4311	
574	885	1697	
575	1409	7583	
576	823	9132	
576	1145	5317	
577	1475	1584	
580	977	8354	
581	929	8227	
582	1275	5696	
583	972	6882	
584	963	9316	
585	1006	8924	
586	952	5736	
586	1414	2146	
587	868	2664	
587	1145	2673	
589	1177	4171	
592	899	1572	
592	759	8267	
592	1115	2358	
593	987	9628	
593	686	5801	
594	997	8287	
594	882	7512	
594	905	8689	
595	1154	535	
596	1032	6199	
598	961	2039	
600	832	1693	
600	971	1720	
601	1085	5229	
602	994	7743	
603	1118	7636	
604	989	1246	
605	953	690	
605	949	2461	
605	1243	1421	
606	1114	3432	
607	905	8900	
608	791	3919	
609	897	1247	
612	885	3491	
613	1448	7355	
615	981	8194	
615	1015	4566	
617	1467	3202	
620	674	7734	
620	859	4757	
620	1006	5756	
621	836	8942	
621	1484	1082	
622	897	2158	
623	979	6845	
623	1010	8078	
624	931	4193	
625	783	2210	
625	963	1350	
626	1475	3875	
628	1476	3669	
629	1421	909	
630	886	8927	
630	1046	5841	
632	961	7970	
633	840	9952	
635	953	6439	
636	1227	8439	
637	1162	8722	
638	899	5766	
638	997	8085	
638	767	6778	
639	1137	3576	
640	1271	1008	
641	980	4178	
642	1442	7844	
643	1283	1428	
644	1312	3911	
645	902	5823	
645	1429	9143	
647	1172	1057	
649	1122	9733	
653	1373	2934	
654	992	2916	
655	1134	3184	
657	927	3058	
661	1229	299	
663	1461	5075	
665	863	8575	
665	1270	357	
666	1464	8598	
667	1349	3852	
668	956	4249	
668	677	1999	
669	956	3024	
669	900	1468	
669	929	5499	
669	1481	1011	
670	943	2403	
670	971	7828	
672	1178	4370	
673	1001	3931	
675	934	1576	
675	727	3118	
676	900	9485	
676	1283	6119	
679	1446	6262	
680	986	1936	
680	971	4540	
680	995	8011	
682	775	6495	
682	1465	7680	
683	771	1293	
683	1341	7918	
684	1033	7066	
685	991	6041	
685	951	6714	
687	1399	4668	
688	923	7504	
689	991	6556	
691	807	9778	
691	799	5099	
692	974	4432	
692	1234	9700	
694	979	3894	
694	1217	512	
695	966	8360	
695	1225	3803	
696	853	5719	
696	879	159	
696	962	7050	
696	1408	3850	
697	958	8208	
698	1180	8665	
699	991	4328	
700	707	9650	
702	1345	3746	
703	883	8271	
703	1005	9905	
704	1364	4123	
705	799	3613	
705	1277	7984	
706	959	521	
707	751	4741	
708	922	5112	
708	1050	199	
709	892	3079	
709	1493	6725	
710	790	6579	
711	987	8983	
711	1074	582	
712	1308	9954	
713	1043	1785	
715	920	6731	
715	1326	215	
716	1374	9881	
717	1137	5926	
